"","startYear","genres","mean_ratings","count"
"469",1999,"Action",6.98412204234122,3212
"470",1999,"Adult",6.63460869565217,575
"471",1999,"Adventure",7.17402805611222,2495
"472",1999,"Animation",7.27121451104101,2536
"473",1999,"Biography",6.97815533980583,412
"474",1999,"Comedy",6.95653953183827,6109
"475",1999,"Crime",7.02723995880535,1942
"476",1999,"Documentary",7.15432645034415,2034
"477",1999,"Drama",6.92693856998993,5958
"478",1999,"Family",7.05830235439901,1614
"479",1999,"Fantasy",6.50764075067024,746
"480",1999,"Game-Show",6.82040816326531,147
"481",1999,"History",7.40326086956522,460
"482",1999,"Horror",5.96684397163121,564
"483",1999,"Music",6.96265486725664,565
"484",1999,"Musical",5.26,115
"485",1999,"Mystery",7.35493133583021,801
"486",1999,"News",5.99108910891089,101
"487",1999,"Romance",6.80304449648712,1708
"488",1999,"Sci-Fi",6.50286343612335,454
"489",1999,"Short",6.60245591939547,1588
"490",1999,"Sport",6.65133470225873,487
"491",1999,"Talk-Show",6.25970695970696,273
"492",1999,"Thriller",5.89983896940419,621
"493",1999,"War",7.32088607594937,158
"494",1999,"Western",6.61162790697674,43
"495",2000,"Action",6.93390216154721,3516
"496",2000,"Adult",6.65238095238095,588
"497",2000,"Adventure",7.02269158878505,2675
"498",2000,"Animation",7.18362863217576,2822
"499",2000,"Biography",7.01370143149284,489
"500",2000,"Comedy",6.99127416955875,6051
"501",2000,"Crime",7.03936120244246,2129
"502",2000,"Documentary",7.0653895824365,2323
"503",2000,"Drama",7.10999521759924,6273
"504",2000,"Family",7.05932721712538,1635
"505",2000,"Fantasy",6.54622871046229,822
"506",2000,"Game-Show",6.15485893416928,319
"507",2000,"History",7.4662037037037,432
"508",2000,"Horror",5.9034965034965,715
"509",2000,"Music",6.96813186813187,546
"510",2000,"Musical",6.02272727272727,132
"511",2000,"Mystery",7.21426966292135,890
"512",2000,"News",6.02025316455696,79
"513",2000,"Romance",6.93972081218274,1576
"514",2000,"Sci-Fi",6.64704684317719,491
"515",2000,"Short",6.67538779731127,1934
"516",2000,"Sport",6.38038461538462,520
"517",2000,"Talk-Show",6.24811715481172,239
"518",2000,"Thriller",5.78828125,640
"519",2000,"War",7.18639053254438,169
"520",2000,"Western",6.90882352941177,34
"521",2001,"Action",6.98802021403092,3364
"522",2001,"Adult",6.56009316770186,644
"523",2001,"Adventure",7.13062352012628,2534
"524",2001,"Animation",7.20610526315789,2850
"525",2001,"Biography",6.96637554585153,458
"526",2001,"Comedy",7.03318604296815,6563
"527",2001,"Crime",6.89991063449509,2238
"528",2001,"Documentary",7.21319926873857,2735
"529",2001,"Drama",7.13027758007117,7025
"530",2001,"Family",7.21192758253461,1878
"531",2001,"Fantasy",6.82438524590164,976
"532",2001,"Game-Show",6.76356164383562,365
"533",2001,"History",7.49837962962963,432
"534",2001,"Horror",5.89121212121212,660
"535",2001,"Music",7.11565096952909,722
"536",2001,"Musical",6.1521472392638,163
"537",2001,"Mystery",7.23746065057713,953
"538",2001,"News",6.40232558139535,86
"539",2001,"Romance",6.96110244409776,1923
"540",2001,"Sci-Fi",6.7723259762309,589
"541",2001,"Short",6.69995433789954,2190
"542",2001,"Sport",6.86745182012848,467
"543",2001,"Talk-Show",6.37166666666667,300
"544",2001,"Thriller",5.76003236245955,618
